Author cleaned,Author editable,Viaf id,Viaf OK,Internal id,Internal id OK,notes,class
"Tramunto, M.","Tramunto, Maria",http://viaf.org/viaf/215971704,,1434,1434,,1
"Costantini, Vera","Costantini, Vera",http://viaf.org/viaf/21609878,,167,167,,1
"Nordio, Andrea","Nordio, Andrea",http://viaf.org/viaf/216977489,,375,375,,1
"Martini, Gabriele","Martini, Gabriele",http://viaf.org/viaf/216992847,,359,359,,1
"Grandesso, Espedita","Grandesso, Espedita",http://viaf.org/viaf/21701794,,577,577,,1
"Izzo, Carlo","Izzo, Carlo",http://viaf.org/viaf/21711493,,68,68,,1
"IZZO, CARLO","Izzo, Carlo",http://viaf.org/viaf/21711493,,68,68,,1
"Bevilacqua, A.","Bevilacqua, A.",http://viaf.org/viaf/21719732,,1259,1259,,2
"Ghetti, Maria Cecilia","Ghetti, Maria Cecilia",http://viaf.org/viaf/217448732,,322,322,,1
"Rubin de Cervin Albrizzi, G. B.","Rubin de Cervin, Giovanni Battista",http://viaf.org/viaf/218049850,http://viaf.org/viaf/32118972,1460,1460,,1
"Gini, Chiara","Gini, Chiara",http://viaf.org/viaf/218054581,,769,769,,1
"Albanese, D.","Albanese, Daria",http://viaf.org/viaf/218064625,,233,233,,1
"Albanese, Daria","Albanese, Daria",http://viaf.org/viaf/218064625,,233,233,,1
"Candio, Paolo","Candio, Paolo",http://viaf.org/viaf/218069860,,1087,1087,,1
"Rabagliati, Riccardo","Rabagliati, Riccardo",http://viaf.org/viaf/218071110,,535,535,,1
"Calestani, Vittorio","Calestani, Vittorio",http://viaf.org/viaf/218145542692896641855,,668,668,,1
"CALESTANI, VITTORIO","Calestani, Vittorio",http://viaf.org/viaf/218145542692896641855,,668,668,,1
"Modesti, Paola","Modesti, Paola",http://viaf.org/viaf/21891316,,1523,1523,,1
"Bazzoni, Romolo","Bazzoni, Romolo",http://viaf.org/viaf/219139736,,1399,1399,,1
"Lombardo, Pietro Giorgio","Lombardo, Pietro Giorgio",http://viaf.org/viaf/219148213,,958,958,,1
"Lombardo, P. G.","Lombardo, Pietro Giorgio",http://viaf.org/viaf/219148213,,958,958,,1
"Gasparetto, A.","Gasparetto, Astone",http://viaf.org/viaf/219493799,,22,22,,2
"Gasparetto, Astone","Gasparetto, Astone",http://viaf.org/viaf/219493799,,22,22,,2
"Marangoni, L.","Marangoni, Luigi",http://viaf.org/viaf/220883549,,42,42,(1872-1950),1
"Marangoni, Luigi","Marangoni, Luigi",http://viaf.org/viaf/220883549,,42,42,,1
"MARANGONI, LUIGI","Marangoni, Luigi",http://viaf.org/viaf/220883549,,42,42,,1
"Ferretto, Silvia","Ferretto, Silvia",http://viaf.org/viaf/221023868,,67,67,,1
"Padoa-Schioppa, Tommaso","Padoa-Schioppa, Tommaso",http://viaf.org/viaf/22113496,,412,412,,1
"Aymard, Maurice","Aymard, Maurice",http://viaf.org/viaf/22137892,,220,220,,1
"Bernabò, M.","Bernabò, M.",http://viaf.org/viaf/22139667,,1317,1317,,2
"Rosenberg, Pierre","Rosenberg, Pierre",http://viaf.org/viaf/22148101,,1142,1142,,1
"Zampetti, Pietro","Zampetti, Pietro",http://viaf.org/viaf/22154924,,1200,1200,,1
"Ambrosini, F.","Ambrosini, Federica",http://viaf.org/viaf/22167670,,244,244,,1
"Ambrosini, Federica","Ambrosini, Federica",http://viaf.org/viaf/22167670,,244,244,,1
"Gottmann, Jean","Gottmann, Jean",http://viaf.org/viaf/22181312,,971,971,,1
"Contessa, C.","Contessa, C.",http://viaf.org/viaf/22225322,,1058,1058,,2
"Bettagno, Alessandro","Bettagno, Alessandro",http://viaf.org/viaf/22263792,,904,904,,1
"Agnoli, Francesco Mario","Agnoli, Francesco Mario",http://viaf.org/viaf/22264002,,1479,1479,,1
"Rigo, Antonio","Rigo, Antonio",http://viaf.org/viaf/22270388,,456,456,,1
"Symcox, Geoffrey","Symcox, Geoffrey",http://viaf.org/viaf/22285906,,1238,1238,,1
"Venier, Matteo","Venier, Matteo",http://viaf.org/viaf/22383522,,982,982,,1
"Martignoni, Andrea","Martignoni, Andrea",http://viaf.org/viaf/224118062,,495,495,,2
"Dalla Pozza, S.","Dalla Pozza, Sara",http://viaf.org/viaf/22436843,http://viaf.org/viaf/311434698,1477,1477,,1
"Vaccari, Letizia Chiara","Vaccari, Letizia Chiara",http://viaf.org/viaf/224791404,,963,963,,1
"Aurenhammer, Hans","Aurenhammer, Hans",http://viaf.org/viaf/22497172,,1071,1071,,1
"Magnante, G.","Magnante, Giovanna",http://viaf.org/viaf/226207146,,738,738,sebina,0
"Gazzola, Pietro","Gazzola, Piero",http://viaf.org/viaf/22967898,,4,4,(1908-1979),1
"Gazzola, P.","Gazzola, Piero",http://viaf.org/viaf/22967898,,4,4,,1
"Fanelli, Antonio","Fanelli, Antonio",http://viaf.org/viaf/232288430,,830,830,,1
"Zanuso, Arturo","Zanuso, Arturo",http://viaf.org/viaf/232434463,,988,988,,1
"Gasparotto, C.","Gasparotto, C.",http://viaf.org/viaf/23281073,,62,62,,2
"Mecca, Angelo","Mecca, Angelo",http://viaf.org/viaf/232819590,,877,877,,1
"Pillinini, Giovanni","Pillinini, Giovanni",http://viaf.org/viaf/233068225,,314,314,,1
"Pillinini, G.","Pillinini, Giovanni",http://viaf.org/viaf/233068225,,314,314,,1
"Pillinini, S.","Pillinini, Stefano",http://viaf.org/viaf/233068225,http://viaf.org/viaf/41880696,1126,1126,,1
"Lucci, Diego","Lucci, Diego",http://viaf.org/viaf/23359597,,55,55,,1
"Gibin, Cinzio","Gibin, Cinzio",http://viaf.org/viaf/233685993,,380,380,,1
"Zordan, G.","Zordan, G.",http://viaf.org/viaf/234023151,,1312,1312,,2
"Trincanato, Egle Renata","Trincanato, Egle Renata",http://viaf.org/viaf/234437290,,237,237,,1
"Rigoni, Erice","Rigoni, Erice",http://viaf.org/viaf/235775628,,776,776,,1
"Rigoni, E.","Rigoni, Erice",http://viaf.org/viaf/235775628,,776,776,,1
"VIANELLO-CHIODO, MARIO","Vianello-Chiodo, Mario",http://viaf.org/viaf/23594707,http://viaf.org/viaf/311374980,148,148,,1
"Vianello-Chiodo, Mario","Vianello-Chiodo, Mario",http://viaf.org/viaf/23594707,,148,148,,1
"CHIODO, MARIO VIANELLO","Vianello-Chiodo, Mario",http://viaf.org/viaf/23594707,,527,148,,1
"Chiodo, Mario Vianello","Vianello-Chiodo, Mario",http://viaf.org/viaf/23594707,,527,148,,1
"Scarpari, Giancarlo","Scarpari, Giancarlo",http://viaf.org/viaf/236012889,,585,585,,1
"Gerola, Berengario","Gerola, Berengario",http://viaf.org/viaf/236330843,,171,171,,1
"Gerola, B.","Gerola, Berengario",http://viaf.org/viaf/236330843,,171,171,,1
"Cinti, Bruna","Cinti, Bruna",http://viaf.org/viaf/237149964,,245,245,,1
"Michieli, A. A.","Michieli, Adriano Augusto",http://viaf.org/viaf/2385205,,1282,1282,,1
"Michieli, Adriano Augusto","Michieli, Adriano Augusto",http://viaf.org/viaf/2385205,,1282,1282,,1
"Wiel, Maria Agnese Chiari Moretto","Chiari Moretto Wiel, Maria Agnese",http://viaf.org/viaf/240057885,http://viaf.org/viaf/273247873,16,16,,1
"Mirri, Mario","Mirri, Mario",http://viaf.org/viaf/240382118,,431,431,,2
"Recchia Monese, V.","Recchia Monese, Valeria",http://viaf.org/viaf/241186213,,1143,1143,,1
"Andreescu-Treadgold, Irina","Andreescu-Treadgold, Irina",http://viaf.org/viaf/241553327,http://viaf.org/viaf/307508276,93,93,,1
"Trebbi, Giuseppe","Trebbi, Giuseppe",http://viaf.org/viaf/241977008,,820,820,,1
"D'Ippolito, Francesco Eriberto","D'Ippolito, Francesco Eriberto",http://viaf.org/viaf/243091113,,542,542,,2
"Borgherini, Maria","Borgherini, Maria",http://viaf.org/viaf/244151026,,216,216,,2
"Palumbo-Fossati, Isabella","Palumbo Fossati Casa, Isabella",http://viaf.org/viaf/244258501,http://viaf.org/viaf/256032586,339,339,,1
"Munné-Jordà, Antonio","Munné-Jordà, Antoni",http://viaf.org/viaf/245362854,http://viaf.org/viaf/293712533,377,377,,1
"Secondi Mongiello, M. T.","Secondi Mongiello, Maria Teresa",http://viaf.org/viaf/245381235,,671,671,,1
"Cappellini, Antonio","Cappellini, Antonio",http://viaf.org/viaf/245529370,,737,737,,1
"Vale, Giuseppe","Vale, Giuseppe",http://viaf.org/viaf/2458676,,784,784,,1
"Ortolani, Giuseppe","Ortolani, Giuseppe",http://viaf.org/viaf/24594645,,112,112,,1
"Lorenzini, M.","Lorenzini, M.",http://viaf.org/viaf/24599845,,660,660,,2
"Pound, Ezra","Pound, Ezra",http://viaf.org/viaf/24606774,,1220,1220,,1
"Manoussacas, Manoussos","Manoussacas, Manoussos",http://viaf.org/viaf/24621063,,529,529,,2
"Manussacas, Manussos","Manoussacas, Manoussos",http://viaf.org/viaf/24621063,,529,529,,2
"Masiero, Franco","Masiero, Franco",http://viaf.org/viaf/24630700,,1444,1444,,1
"Dean, Trevor","Dean, Trevor",http://viaf.org/viaf/246393791,,1402,1402,,1
"Tommaseo, Nicolò","Tommaseo, Niccolò",http://viaf.org/viaf/24639861,,1427,1427,,1
"Molteni, Marco","Molteni, Marco",http://viaf.org/viaf/24649886,,1216,1216,,1
"Ferrari, G. E.","Ferrari, Giorgio Emanuele",http://viaf.org/viaf/24653755,http://viaf.org/viaf/75060342,268,268,,1
"Ferrari, Giorgio E.","Ferrari, Giorgio Emanuele",http://viaf.org/viaf/24653755,,268,268,,1
"Hale, John R.","Hale, John Rigby",http://viaf.org/viaf/24682033,,881,881,,1
"Fasolo, Giulio","Fasolo, Giulio",http://viaf.org/viaf/246918760,,925,925,,1
"Fasolo, G.","Fasolo, Giulio",http://viaf.org/viaf/246918760,,925,925,,1
"Pin, Corrado","Pin, Corrado",http://viaf.org/viaf/24725878,,1048,1048,,1
"Pavese, Carlo Odo","Pavese, Carlo Odo",http://viaf.org/viaf/24726437,,1031,1031,,1
"Odo Pavese, C.","Pavese, Carlo Odo ",http://viaf.org/viaf/24726437,,1132,1031,,1
"Gerola, G.","Gerola, Gerola",http://viaf.org/viaf/24727973,,1020,1020,,1
"Favreau-Lilie, Marie-Luise","Favreau-Lilie, Marie-Luise",http://viaf.org/viaf/24729605,,1105,1105,,1
"Schreiner, Peter","Schreiner, Peter",http://viaf.org/viaf/24732263,,635,635,,2
"Philippe, Joseph","Philippe, Joseph",http://viaf.org/viaf/2475435,,972,972,,1
"Bagno, Ileana Del","Del Bagno, Ileana",http://viaf.org/viaf/24770023,,1508,1508,,1
"Bernardin, Sandro De","De Bernardin, Sandro ",http://viaf.org/viaf/247706267,,932,932,,1
"Zanato, T.","Zanato, Tiziano",http://viaf.org/viaf/2484488,,656,656,,1
"Zanato, Tiziano","Zanato, Tiziano",http://viaf.org/viaf/2484488,,656,656,,1
"Piaia, Gregorio","Piaia, Gregorio",http://viaf.org/viaf/2485674,,135,135,,1
"Di Majo, F.","Di Majo, F.",http://viaf.org/viaf/24866047,,541,541,,2
"Tiozzo, G. B.","Tiozzo, Clauco Benito",http://viaf.org/viaf/24909557,http://viaf.org/viaf/262032876,616,616,,1
"Tiozzo, I.","Tiozzo, Iginio",http://viaf.org/viaf/24909557,http://viaf.org/viaf/44518884,616,723,,1
"Trivellato, Francesca","Trivellato, Francesca",http://viaf.org/viaf/24910007,,123,123,,1
"Soranzo, G.","Soranzo, Giovanni",http://viaf.org/viaf/24955253,,331,331,,1
"Soranzo, Giovanni","Soranzo, Giovanni",http://viaf.org/viaf/24955253,,331,331,,1
"Camera, A.","Camera, A.",http://viaf.org/viaf/2495607,,1022,1022,,2
"Prete, Elisa","Prete, Elisa",http://viaf.org/viaf/249637426,,46,46,,1
"Ferini, L.","Ferini, L.",http://viaf.org/viaf/250296586,,1498,1498,,2
"Roffarè, Francesco T.","Roffarè, Francesco Tullio",http://viaf.org/viaf/250457414,,1204,1204,,1
"ROFFARÈ, FRANCESCO T.","Roffarè, Francesco Tullio",http://viaf.org/viaf/250457414,,1204,1204,,1
"Roffare', F. T.","Roffarè, Francesco Tullio",http://viaf.org/viaf/250457414,,1304,1204,,1
"Tsiknakis, Kostas G.","Tsiknakes, Kostas G.",http://viaf.org/viaf/250553937,,1403,1403,,1
"Franceschetti, F.","Franceschetti, F.",http://viaf.org/viaf/25360331,,614,614,,2
"MUSATTI, ALBERTO","Musatti, Alberto",http://viaf.org/viaf/254106393,,70,70,,1
"Musatti, A.","Musatti, Alberto",http://viaf.org/viaf/254106393,,70,70,,1
"Musatti, Alberto","Musatti, Alberto",http://viaf.org/viaf/254106393,,70,70,,1
"Tamaro, B. F.","Tamaro, B. F.",http://viaf.org/viaf/2541571,,442,442,,2
"Quarantotti, Giovanni","Quarantotti, Giovanni",http://viaf.org/viaf/254216837,,187,187,,1
"Serra, Edda","Serra, Edda",http://viaf.org/viaf/2543040,,559,559,,1
"Perale, Guido","Perale, Guido",http://viaf.org/viaf/254955352,,1515,1515,,1
"PELLEGRINI, LINO","Pellegrini, Lino",http://viaf.org/viaf/255353051,,993,993,,1
"Datta, Satya","Datta, Satya",http://viaf.org/viaf/2553875,,347,347,,2
"VOLLO, LUIGI","Vollo, Luigi",http://viaf.org/viaf/255715438,,805,805,,1
"BOGNO, ETTORE","Bogno, Ettore",http://viaf.org/viaf/255725049,,283,283,,1
"Bogno, Ettore","Bogno, Ettore",http://viaf.org/viaf/255725049,,283,283,,1
"Morelli, Giovanni","Morelli, Giovanni",http://viaf.org/viaf/2565685,,1170,1170,,1
"Perosa, Sergio","Perosa, Sergio",http://viaf.org/viaf/25689336,,795,795,,1
"Vendramini, F.","Vendramini, F.",http://viaf.org/viaf/258190637,,1468,1468,,2
"Marta, Guido","Marta, Guido",http://viaf.org/viaf/258357668,,549,549,,1
"Orio, A.","Orio, Alessandro",http://viaf.org/viaf/258706097,,94,94,,1
"Orio, Alessandro","Orio, Alessandro",http://viaf.org/viaf/258706097,,94,94,,1
"Malanima, Paolo","Malanima, Paolo",http://viaf.org/viaf/2595218,,1370,1370,,1
"Cecchetto, Gabriella","Cecchetto, Gabriella",http://viaf.org/viaf/260666602,,397,397,,2
"Romano, Giuliano","Romano, Giuliano",http://viaf.org/viaf/261089282,,1252,1252,,2
"ZORZI, LUDOVICO","Zorzi, Ludovico",http://viaf.org/viaf/261188551,,1081,1081,,1
"Zorzi, Ludovico","Zorzi, Ludovico",http://viaf.org/viaf/261188551,,1081,1081,,1
"Sangalli, Maurizio","Sangalli, Maurizio",http://viaf.org/viaf/2616440,,566,566,,1
"Tiozzo, Clauco Benito","Tiozzo, Clauco Benito",http://viaf.org/viaf/262032876,,766,616,,1
"Zecchin, Paolo","Zecchin, Paolo",http://viaf.org/viaf/26234988,,652,652,,1
"Rosada, B.","Rosada, Bruno",http://viaf.org/viaf/2629673,,190,190,,1
"Rosada, Bruno","Rosada, Bruno",http://viaf.org/viaf/2629673,,190,190,,1
"Lawrence, Kathleen","Lawrence, Kathleen",http://viaf.org/viaf/263726130,,160,160,,2
"Zimolo, G. C.","Zimolo, Giulio Cesare",http://viaf.org/viaf/264870232,http://viaf.org/viaf/12691148,223,223,,1
"Zimolo, Giulio C.","Zimolo, Giulio Cesare",http://viaf.org/viaf/264870232,,223,223,,1
"Mallia-Milanes, Victor","Mallia-Milanes, Victor",http://viaf.org/viaf/265670240,,428,428,,1
"Roncato, Raffaele","Roncato, Raffaele",http://viaf.org/viaf/26574968,,174,174,,1
"Favaro, Paolo","Favaro, Paolo",http://viaf.org/viaf/26590115,,382,382,,1
"Castellani, Francesca","Castellani, Francesca",http://viaf.org/viaf/265942388,,1013,1013,,1
"Alberigo, Giuseppe","Alberigo, Giuseppe",http://viaf.org/viaf/267210121,,1463,1463,,1
"Fubini, Enrico","Fubini, Enrico",http://viaf.org/viaf/267246574,,403,403,,1
"Berveglieri, Roberto","Berveglieri, Roberto",http://viaf.org/viaf/267393466,,781,781,,1
"Agoston, Tom","Agoston, Tom",http://viaf.org/viaf/267408121,,1243,1243,,1
"Petkov, Kiril","Petkov, Kiril",http://viaf.org/viaf/267476454,,1167,1167,,1
"Benedetti, A.","Benedetti, Amedeo",http://viaf.org/viaf/267502928,,281,281,,1
"Benedetti, Amedeo","Benedetti, Amedeo",http://viaf.org/viaf/267502928,,281,281,,1
"Dini, Massimo","Dini, Massimo",http://viaf.org/viaf/267882354,,1362,1362,,1
"Melanco, Mirco","Melanco, Mirco",http://viaf.org/viaf/26810874,,1436,1436,,1
"Caniato, Lanfranco","Caniato, Lanfranco",http://viaf.org/viaf/26817743,,101,101,,1
"Vaglini, Riccardo","Vaglini, Riccardo",http://viaf.org/viaf/26829618,,219,219,,1
"Wadia, Laila","Wadia, Laila",http://viaf.org/viaf/268468696,,127,127,,1
"Pitteri, Mauro","Pitteri, Mauro",http://viaf.org/viaf/26910702,,1039,1039,,1
"Pitteri, M.","Pitteri, Mauro",http://viaf.org/viaf/26910702,,1039,1039,,1
"Bressan, Dino","Bressan, Dino",http://viaf.org/viaf/269483620,,475,475,,2
"Bressan, D.","Bressan, Dino",http://viaf.org/viaf/269483620,,475,475,,2
"Fabris, Giovanni","Fabris, Giovanni",http://viaf.org/viaf/26953566,,862,862,,1
"MARIONI, GIUSEPPE","Marioni, Giuseppe",http://viaf.org/viaf/269720358,,1118,1118,,1
"Mazzi, G.","Mazzi, G.",http://viaf.org/viaf/27053265,,1377,1377,,2
"Ciano, Cesare","Ciano, Cesare",http://viaf.org/viaf/27080229,,803,803,,1
"Cairns, Christopher","Cairns, Christopher",http://viaf.org/viaf/27085074,,239,239,,0
"King, Margaret L.","King, Margaret L.",http://viaf.org/viaf/27085486,,1464,1464,,1
"Vivenza, G.","Vivenza, Gloria",http://viaf.org/viaf/27106663,http://viaf.org/viaf/76329167,31,31,,1
"Gambasin, A.","Gambasin, A.",http://viaf.org/viaf/27109152,,324,324,,2
"Borioni, David","Borioni, David",http://viaf.org/viaf/27139639,,446,446,,1
"Bertelli, Stefania","Bertelli, Stefania",http://viaf.org/viaf/2715887,,643,643,,1
"Prosdocimi, A. L.","Prosdocimi, Aldo Luigi",http://viaf.org/viaf/27165563,,944,944,,1
"Doria, Elena","Doria, Elena",http://viaf.org/viaf/271915491,,821,821,,1
"Lagarda, Ugo Facco de","Facco De Lagarda, Ugo ",http://viaf.org/viaf/27193712,,900,900,,1
"Lagarda, Ugo Facco De","Facco De Lagarda, Ugo ",http://viaf.org/viaf/27193712,,900,900,,1
"Cassandro, G. I.","Cassandro, Giovanni",http://viaf.org/viaf/27200280,http://viaf.org/viaf/49298222,813,813,,1
"Longhin, A.","Longhin, A.",http://viaf.org/viaf/27242616,,525,525,,2
"Tonini, Camillo","Tonini, Camillo",http://viaf.org/viaf/27283832,,1382,1382,,1
"Bo, Agostino Zanon Dal","Zanon Dal Bo, Agostino ",http://viaf.org/viaf/273226273,,1387,1387,,1
"Stouraiti, A.","Stouraiti, Anastasia",http://viaf.org/viaf/27324315,,7,7,,1
"Stouraiti, Anastasia","Stouraiti, Anastasia",http://viaf.org/viaf/27324315,,7,7,,1
"Garofalo, Luigi","Garofalo, Luigi",http://viaf.org/viaf/27345127,,340,340,,2
"Brunetti, A.","Brunetti, A.",http://viaf.org/viaf/2738844,,512,512,,2
"Pellegrini, P.","Pellegrini, P.",http://viaf.org/viaf/27408727,,225,225,,2
"Pellegrini, G. B.","Pellegrini, G. B.",http://viaf.org/viaf/27408727,,1235,1235,,2
"Ellis, Anthony","Ellis, Anthony",http://viaf.org/viaf/276881100,,876,876,,1
"Schubert, Leo","Schubert, Leo",http://viaf.org/viaf/2781452,,807,807,,1
"Zanelli, A.","Zanelli, A.",http://viaf.org/viaf/2797206,,884,884,,2
"Lattanzio, Domenico","Lattanzio, Domenico",http://viaf.org/viaf/280533615,,1122,1122,,1
"Sbriziolo, Lia","Sbriziolo, Lia",http://viaf.org/viaf/281422669,,1161,1161,,1
"Tessarolo, Annalisa","Tessarolo, Annalisa",http://viaf.org/viaf/282095893,,690,690,,1
"Boccotti, Giancarlo","Boccotti, Giancarlo",http://viaf.org/viaf/282236975,,828,828,,1
"Fusaro, Ermenegildo","Fusaro, Ermenegildo",http://viaf.org/viaf/282671227,,1490,1490,,1
"Vanin, A.","Vanin, A.",http://viaf.org/viaf/283067074,,1345,1345,,2
"Bouvier, Michelle Campagnolo","Campagnolo-Bouvier, Michelle ",http://viaf.org/viaf/284467673,,952,952,,1
"Pappalardo, Salvatore","Pappalardo, Salvatore",http://viaf.org/viaf/28457621,,1037,1037,,1
"Orsi, Piero Sandro","Orsi, Piero Sandro",http://viaf.org/viaf/285023923,,539,539,,1
"Orsi, Pier Sandro","Orsi, Pier Sandro",http://viaf.org/viaf/285023923,,539,539,,1
"Vivante, R.","Vivante, R.",http://viaf.org/viaf/2851825,,633,633,,2
"Vivante, G.","Vivante, G.",http://viaf.org/viaf/2851825,,637,637,,2
"Skrzinskaja, Elena O.","Skržinskaja, Elena Česlavovna",http://viaf.org/viaf/28546564,,298,298,,1
"Skrzinskaja, Elena Ò.","Skržinskaja, Elena Česlavovna",http://viaf.org/viaf/28546564,,875,298,,1
"Razzolini, A.","Razzolini, Attilio",http://viaf.org/viaf/28550791,,783,783,,1
"Fletzer, Gino","Fletzer, Gino",http://viaf.org/viaf/288163044,,947,947,,1
"Bellavitis, Mario","Bellavitis, Mario",http://viaf.org/viaf/288384004,,211,211,,1
"Bellavitis, M.","Bellavitis, Mario",http://viaf.org/viaf/288384004,,211,211,,1
"Guéze, Raoul","Guéze, Raoul",http://viaf.org/viaf/29317398,,792,792,,1
"Miraval, Michela","Miraval, Michela",http://viaf.org/viaf/293326380,,704,704,,1
"Alevizou, Denise-Chloe","Alevizou, Deniz-Chloe",http://viaf.org/viaf/29350564,,1494,1494,,1
"Bragaggia, Roberto","Bragaggia, Roberto",http://viaf.org/viaf/295021536,,87,87,,1
"Vaussard, Maurice","Vaussard, Maurice",http://viaf.org/viaf/295145503,,1485,1485,,1
"Berti, E.","Berti, E.",http://viaf.org/viaf/29524214,,1411,1411,,2
"Aggradi, Mario Ferrari","Ferrari Aggradi, Mario ",http://viaf.org/viaf/295293486,,1278,1278,,1
"Perocco, Guido","Perocco, Guido",http://viaf.org/viaf/29539056,,1439,1439,,1
"Braunstein, P.","Braunstein, Philippe",http://viaf.org/viaf/29545647,,1242,1242,,1
"Cuchetti, G.","Cuchetti, G.",http://viaf.org/viaf/295701357,,463,463,,0
"Chiereghin, Salvino","Chiereghin, Salvino",http://viaf.org/viaf/295765713,,1119,1119,,1
"CHIEREGHIN, SALVINO","Chiereghin, Salvino",http://viaf.org/viaf/295765713,,1119,1119,,1
"Arbel, Benjamin","Arbel, Benjamin",http://viaf.org/viaf/29578897,,520,520,,1
"Bettarini, Francesco","Bettarini, Francesco",http://viaf.org/viaf/295899634,,49,49,,2
"Levi, Raffaello","Levi, Moisè Raffaello",http://viaf.org/viaf/29599016,http://viaf.org/viaf/20075142,161,161,,1
"LEVI, R.","Levi, Moisè Raffaello",http://viaf.org/viaf/29599016,,161,161,,1
"Brenzoni, R.","Brenzoni, Raffaello",http://viaf.org/viaf/29599092,,1030,986,,1
"Mariacher, Giovanni","Mariacher, Giovanni",http://viaf.org/viaf/29612969,,518,518,,1
"QUEREL, VITTORE","Querel, Vittore",http://viaf.org/viaf/296212981,,692,692,,1
"Melchiorre, Matteo","Melchiorre, Matteo",http://viaf.org/viaf/296533699,,1277,1277,,1
"Collange, Lise","Collange, Lise",http://viaf.org/viaf/296628953,,1032,1032,,1
"Erri, Federico Montecuccoli degli","Montecuccoli degli Erri, Federico ",http://viaf.org/viaf/29664050,,1090,1090,,1
"Gasparini, Silvia","Gasparini, Silvia",http://viaf.org/viaf/29666533,,353,353,,1
"Tonetti, Eurigio","Tonetti, Eurigio",http://viaf.org/viaf/29694144,,879,879,,1
"Konstantinidou, Katerina","Konstantinidou, Katerina",http://viaf.org/viaf/296986976,,1512,1512,,1
"Luongo, Dario","Luongo, Dario",http://viaf.org/viaf/29703800,,1131,1131,,1
"Bondt, Cees de","Bondt, Cees de",http://viaf.org/viaf/29747604,,1078,1078,,1
"Bacchetti, Enrico","Bacchetti, Enrico",http://viaf.org/viaf/29762455,,306,306,,1
"Boccato, C.","Boccato, Carla",http://viaf.org/viaf/29766457,,856,856,,1
"Boccato, Carla","Boccato, Carla",http://viaf.org/viaf/29766457,,856,856,,1
"Gamba, Antonio","Gamba, Antonio",http://viaf.org/viaf/29788810,,839,839,,1
"Granuzzo, Elena","Granuzzo, Elena",http://viaf.org/viaf/299043709,,1326,1326,,1
"Tigrino, Vittorio","Tigrino, Vittorio",http://viaf.org/viaf/299124312,,483,483,,2
"Pagnin, B.","Pagnin, Beniamino",http://viaf.org/viaf/29917957,,134,134,,1
"Mazzarotto, Bianca Tamassia","Tamassia Mazzarotto, Bianca ",http://viaf.org/viaf/301850686,,969,409,,1
"Charans, Eleonora","Charans, Eleonora",http://viaf.org/viaf/302601936,,1361,1361,,1
"Favaro, Maiko","Favaro, Maiko",http://viaf.org/viaf/303200939,,349,349,,1
"Girgensohn, D.","Girgensohn, Dieter",http://viaf.org/viaf/30348741,http://viaf.org/viaf/34587463,1425,1425,,1
"AMBROSINI, LANDO","Ambrosini, Lando",http://viaf.org/viaf/30360047,,695,695,,1
"Ambrosini, Lando","Ambrosini, Lando",http://viaf.org/viaf/30360047,,695,695,,1
"Brol, Enrico","Brol, Enrico",http://viaf.org/viaf/304914186,,72,72,,2
"Niero, M.","Niero, Marina",http://viaf.org/viaf/305041771,,1157,1157,,1
"Niero, Marina","Niero, Marina",http://viaf.org/viaf/305041771,,1157,1157,,1
"Tamassia, Bianca","Tamassia Mazzarotto, Bianca ",http://viaf.org/viaf/305248224,http://viaf.org/viaf/301850686,409,409,"Tamassia Mazzarotto, Bianca ",1
"TAMASSIA, BIANCA","Tamassia Mazzarotto, Bianca ",http://viaf.org/viaf/305248224,http://viaf.org/viaf/301850686,409,409,"Tamassia Mazzarotto, Bianca ",1
"Tamassia, B.","Tamassia Mazzarotto, Bianca ",http://viaf.org/viaf/305248224,http://viaf.org/viaf/301850686,409,409,"Tamassia Mazzarotto, Bianca ",1
"Pattini, Dante","Pattini, Dante",http://viaf.org/viaf/305373728,,1364,1364,,1
"Ghinea, Nicolae","Ghinea, Nicolae",http://viaf.org/viaf/305404775,,1469,1469,,1
"VALERIA, IRMA","Zorzi, Irma Valeria",http://viaf.org/viaf/305430812,,696,696,,1
"Valeria, Irma","Zorzi, Irma Valeria",http://viaf.org/viaf/305430812,,696,696,,1
"Depoli, A.","Depoli, A.",http://viaf.org/viaf/305587037,,1052,1052,,2
"Diklic, Olga","Diklic, Olga",http://viaf.org/viaf/305598412,,1366,1366,,1
"Sirola, Gino","Sirola, Gino",http://viaf.org/viaf/305678599,,1049,1049,,1
"Gorlato, Laura","Gorlato, Laura",http://viaf.org/viaf/305699428,,1359,1359,,1
"Pasolli, L.","Pasolli, L.",http://viaf.org/viaf/305708766,,287,287,,2
"Fabijanec, Florence","Fabijanec, Florence",http://viaf.org/viaf/305750154,,725,725,,1
"Zagato, Moreno","Zagato, Moreno",http://viaf.org/viaf/305783246,,999,999,,1
"Bertuccioli, Umberto","Bertuccioli, Umberto",http://viaf.org/viaf/305813783,,1400,1400,,1
"Rossi, Roberta De","De Rossi, Roberta ",http://viaf.org/viaf/305866712,,880,880,,1
"Tommasino, Pier Mattia","Tommasino, Pier Mattia",http://viaf.org/viaf/305943158,,990,990,,1
"Hellmann, Mario","Hellmann, Mario",http://viaf.org/viaf/306067581,,491,491,sebina,0
"Madigan, Susan Pinto","Madigan, Susan Pinto",http://viaf.org/viaf/306076561,,718,718,,1
